Tweet,Suicide,Cleaned_Tweet
#Success consists of going from failure to failure without loss of enthusiasm. Winston Churchill #quote #persistence,Not Suicide post,consists going failure failure without loss enthusiasm winston churchill
"@joyreaper @WolfensPride @BreitbartNews No doubt the Obamaâ fostered hate, division, chaos and anarchy! They are thâ¦ https://t.co/x5ch7odIZ9",Potential Suicide post ,doubt obama fostered hate division chaos anarchy th
"@SuccessorLuke,,I donât wanna be here anymore. My parents pressure me too much about getting a job like I am soliciting and such and yet they complain. I dont feel comfortable living in my own house anymore. All I want is just leave here for good and go to another country",Potential Suicide post ,dont wan na anymore parent pressure much getting job like soliciting yet complain dont feel comfortable living house anymore want leave good go another country
"@kingxhesh,,just fucking kill me already i dont want to be here anymore",Potential Suicide post ,fucking kill already dont want anymore
"said he has a job but has time for this shit, cant wait to see him next time i go on a maccas run!",Potential Suicide post ,said job time shit cant wait see next time go maccas run
Thinking of a hamsty bank account. That's a good idea to save. (^.^),Not Suicide post,thinking hamsty bank account thats good idea save
"@saulashby I really like the photo. Nice interview, too",Not Suicide post,really like photo nice interview
i ll be dead just you wait and see my last words before my death for whoever is interestedi am sorry but youre better off without me youll learn to live without me it wont be difficult now i shall die ,Potential Suicide post ,dead wait see last word death whoever interestedi sorry youre better without youll learn live without wont difficult shall die
But I know you want to hear about my examinations.,Not Suicide post,know want hear examination
feeling numb hate my job i hate waking up everyday i feel nothing feel like i am on autopilot i got dumped 3 months ago almost from a 4 year relationship nothing cheers me up anymore my parents are in another state so i just can t go see them whenever i want i don t know if i could actually end it myself but i do dream of other ways like a car hitting me and killing me instantly i sometimes think of just taking a bunch of pills and letting that be it ,Potential Suicide post ,feeling numb hate job hate waking everyday feel nothing feel like autopilot got dumped month ago almost year relationship nothing cheer anymore parent another state go see whenever want know could actually end dream way like car hitting killing instantly sometimes think taking bunch pill letting
Got a &quot;thing&quot; for doctor chics.,Not Suicide post,got quotthingquot doctor chic
"@caringcorbyn,im not okay lol ,i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literally cant i want everything to be over. i cant breathe right because of how much im crying i cant do this anymore.",Potential Suicide post ,im okay lol literally cant explain everything much happened dont wan na anymore wtf even point literally cant want everything cant breathe right much im cry cant anymore
@jessedonoe I mean.... my life is miserable so I guess light at the end of the tunnel,Potential Suicide post ,mean life miserable guess light end tunnel
@yahoops thanks David,Not Suicide post,thanks david
he didn't want her to go out with other man,Not Suicide post,didnt want go man
Cut my wrist and black my eeeeeyes,Potential Suicide post ,cut wrist black eeeeeyes
Happieee birthday to our anni #AarthiSivaKarthikeyan ðð,Not Suicide post,happieee birthday anni
Hate the fact that Iâm damn near forced to figure everything out by myself but it must be done,Potential Suicide post ,hate fact im damn near forced figure everything must done
"mmm OJ, scrambled eggs w/ cheese and toast GILMOREGIRLS TOO! ahhh. this day is amazing.. now if i could only get the dryer to work.",Not Suicide post,mmm oj scrambled egg w cheese toast gilmoregirls ahhh day amazing could get dryer work
@gypsytrading,Not Suicide post,
"@im2byteme I'm all for the Fair Tax, or Bush's deficit back. Something!",Not Suicide post,im fair tax bush deficit back something
"@KellyNg With mainstream media's reporting &amp; the increasing occurrence of the fail whale, you know eventually your friends will catch on",Not Suicide post,mainstream medias reporting amp increasing occurrence fail whale know eventually friend catch
"Seeing Eno on Thursday Brian Eno &amp; J. Peter Schwalm Ã¯Â¿Â½ Like Pictures, Pt. 2 (ntnet) ? http://blip.fm/~3xcys",Not Suicide post,seeing eno thursday brian eno amp j peter schwalm like picture pt ntnet
"while im fuckin at it, http://is.gd/q86o buy a shirt please",Not Suicide post,im fuckin buy shirt please
MEGA MONSTER MUNCH,Not Suicide post,mega monster munch
I can just imagine how much of that Howard would want to know.,Not Suicide post,imagine much howard would want know
God damn vending machines are so depressing -standing at them waiting for your sad little snack like some Pavlovian bitch! Happy Tuesday!,Not Suicide post,god damn vending machine depressing standing waiting sad little snack like pavlovian bitch happy tuesday
i don't want to be here anymore,Potential Suicide post ,dont want anymore
"Noticed something interesting about this emoticon: vs D: Totally different emotions, only difference is the placement of the eyes...",Not Suicide post,noticed something interesting emoticon v totally different emotion difference placement eye
May you live every day of your life: Jonathan Swift,Not Suicide post,may live every day life jonathan swift
"@derekmusial,,@landonb94 @KidsSeeGhoats ok hold on, how can these numbers not be correct anymore if the video is two weeks old...? strength of schedule and record dont change too much in two weeks. and if yall dont care about top 4 why are you here? won your division, overranked to begin with, what else you want?",Potential Suicide post ,ok hold number correct anymore video two week old strength schedule record dont change much two week yall dont care top division overranked begin else want
RT @mpparimal: Remembering the legendary former #PresidentOfIndia Sh #APJAbdulKalam on his auspicious birthday,Not Suicide post,rt remembering legendary former sh auspicious birthday
"i'm tired of everything, pls so i want to die.",Potential Suicide post ,im tired everything pls want die
"@hortovanyi The road's not the widest and smoothest, but there's some great clear views on the way up if you turn your head to the right",Not Suicide post,road widest smoothest there great clear view way turn head right
"Now scribes can't wear their shoes to any Press Conference, thanks to Jarnail Singh...",Not Suicide post,scribe cant wear shoe press conference thanks jarnail singh
just chillin =P i mean holidays.. nothing to do.. silence.. only me.. *haha* finally my relaxing time.. with a book typical for me!! &lt;3,Not Suicide post,chillin p mean holiday nothing silence haha finally relaxing time book typical lt
Watching This Morning and deciding what to do with myself today. Think I'll keep searching for that elusive job!,Not Suicide post,watching morning deciding today think ill keep searching elusive job
RT @NiallOfficial: 2 wins in 2 weeks . Congratulations @TyrrellHatton ! Machine,Not Suicide post,rt win week congratulation machine
@Target I am loving you a.n.d line at the moment! And my bank balance is liking it too! Great style made affordable #style #shopping,Not Suicide post,loving line moment bank balance liking great style made affordable
@DonnieWahlberg Lucky for me I'm going to see that show in NY I hope that you will bring it to Europe too in the fall. I'll be there too,Not Suicide post,lucky im going see show ny hope bring europe fall ill
